;Not sorted array;;BubbleSort;;SelectionSort;;InsertSort;;ShellSort;;QuickSort
;2703;;1789;;1789;;1789;;1789;;1789
;8102;;1790;;1790;;1790;;1790;;1790
;1069;;1792;;1792;;1792;;1792;;1792
;5154;;1792;;1792;;1792;;1792;;1792
;3529;;1793;;1793;;1793;;1793;;1793
;1552;;1794;;1794;;1794;;1794;;1794
;2074;;1794;;1794;;1794;;1794;;1794
;9149;;1796;;1796;;1796;;1796;;1796
;3730;;1797;;1797;;1797;;1797;;1797
;2244;;1798;;1798;;1798;;1798;;1798
;844;;1799;;1799;;1799;;1799;;1799
;3049;;1802;;1802;;1802;;1802;;1802
;4118;;1805;;1805;;1805;;1805;;1805
;4065;;1805;;1805;;1805;;1805;;1805
;6363;;1807;;1807;;1807;;1807;;1807
;9552;;1807;;1807;;1807;;1807;;1807
;8773;;1807;;1807;;1807;;1807;;1807
;8470;;1807;;1807;;1807;;1807;;1807
;9731;;1809;;1809;;1809;;1809;;1809
;6747;;1810;;1810;;1810;;1810;;1810
;7511;;1810;;1810;;1810;;1810;;1810
;5869;;1812;;1812;;1812;;1812;;1812
;4398;;1812;;1812;;1812;;1812;;1812
;498;;1813;;1813;;1813;;1813;;1813
;7103;;1813;;1813;;1813;;1813;;1813
;7352;;1814;;1814;;1814;;1814;;1814
;5679;;1814;;1814;;1814;;1814;;1814
;8053;;1817;;1817;;1817;;1817;;1817
;3043;;1818;;1818;;1818;;1818;;1818
;4522;;1818;;1818;;1818;;1818;;1818
;1088;;1818;;1818;;1818;;1818;;1818
;1563;;1822;;1822;;1822;;1822;;1822
;5834;;1823;;1823;;1823;;1823;;1823
;9850;;1825;;1825;;1825;;1825;;1825
;7022;;1825;;1825;;1825;;1825;;1825
;7240;;1825;;1825;;1825;;1825;;1825
;1911;;1826;;1826;;1826;;1826;;1826
;9492;;1827;;1827;;1827;;1827;;1827
;5651;;1827;;1827;;1827;;1827;;1827
;8580;;1827;;1827;;1827;;1827;;1827
;5477;;1827;;1827;;1827;;1827;;1827
;7616;;1828;;1828;;1828;;1828;;1828
;9876;;1828;;1828;;1828;;1828;;1828
;9178;;1829;;1829;;1829;;1829;;1829
;5220;;1830;;1830;;1830;;1830;;1830
;4615;;1831;;1831;;1831;;1831;;1831
;2348;;1832;;1832;;1832;;1832;;1832
;6798;;1833;;1833;;1833;;1833;;1833
;2179;;1833;;1833;;1833;;1833;;1833
;1635;;1833;;1833;;1833;;1833;;1833
;6857;;1835;;1835;;1835;;1835;;1835
;2883;;1836;;1836;;1836;;1836;;1836
;1662;;1836;;1836;;1836;;1836;;1836
;8902;;1837;;1837;;1837;;1837;;1837
;8262;;1838;;1838;;1838;;1838;;1838
;9420;;1839;;1839;;1839;;1839;;1839
;9770;;1840;;1840;;1840;;1840;;1840
;9022;;1840;;1840;;1840;;1840;;1840
;9273;;1840;;1840;;1840;;1840;;1840
;5841;;1841;;1841;;1841;;1841;;1841
;2686;;1842;;1842;;1842;;1842;;1842
;8888;;1843;;1843;;1843;;1843;;1843
;3917;;1844;;1844;;1844;;1844;;1844
;1717;;1845;;1845;;1845;;1845;;1845
;1892;;1845;;1845;;1845;;1845;;1845
;3698;;1846;;1846;;1846;;1846;;1846
;1267;;1847;;1847;;1847;;1847;;1847
;1749;;1848;;1848;;1848;;1848;;1848
;65;;1849;;1849;;1849;;1849;;1849
;389;;1849;;1849;;1849;;1849;;1849
;6932;;1851;;1851;;1851;;1851;;1851
;5619;;1851;;1851;;1851;;1851;;1851
;6081;;1852;;1852;;1852;;1852;;1852
;2003;;1856;;1856;;1856;;1856;;1856
;9130;;1857;;1857;;1857;;1857;;1857
;3028;;1857;;1857;;1857;;1857;;1857
;8631;;1857;;1857;;1857;;1857;;1857
;4589;;1858;;1858;;1858;;1858;;1858
;3152;;1859;;1859;;1859;;1859;;1859
;8630;;1859;;1859;;1859;;1859;;1859
;9172;;1860;;1860;;1860;;1860;;1860
;9864;;1860;;1860;;1860;;1860;;1860
;6407;;1862;;1862;;1862;;1862;;1862
;2295;;1862;;1862;;1862;;1862;;1862
;5428;;1863;;1863;;1863;;1863;;1863
;9681;;1864;;1864;;1864;;1864;;1864
;8490;;1864;;1864;;1864;;1864;;1864
;6610;;1866;;1866;;1866;;1866;;1866
;6177;;1866;;1866;;1866;;1866;;1866
;1071;;1866;;1866;;1866;;1866;;1866
;5236;;1867;;1867;;1867;;1867;;1867
;6459;;1869;;1869;;1869;;1869;;1869
;643;;1870;;1870;;1870;;1870;;1870
;6840;;1871;;1871;;1871;;1871;;1871
;7633;;1872;;1872;;1872;;1872;;1872
;7037;;1873;;1873;;1873;;1873;;1873
;3893;;1874;;1874;;1874;;1874;;1874
;2630;;1874;;1874;;1874;;1874;;1874
;274;;1875;;1875;;1875;;1875;;1875
;2993;;1875;;1875;;1875;;1875;;1875
;8782;;1876;;1876;;1876;;1876;;1876
;2203;;1880;;1880;;1880;;1880;;1880
;7461;;1880;;1880;;1880;;1880;;1880
;8290;;1881;;1881;;1881;;1881;;1881
;9662;;1881;;1881;;1881;;1881;;1881
;2307;;1881;;1881;;1881;;1881;;1881
;997;;1881;;1881;;1881;;1881;;1881
;1151;;1881;;1881;;1881;;1881;;1881
;8423;;1882;;1882;;1882;;1882;;1882
;8890;;1883;;1883;;1883;;1883;;1883
;6717;;1884;;1884;;1884;;1884;;1884
;6640;;1884;;1884;;1884;;1884;;1884
;8703;;1885;;1885;;1885;;1885;;1885
;5566;;1885;;1885;;1885;;1885;;1885
;4883;;1886;;1886;;1886;;1886;;1886
;3661;;1887;;1887;;1887;;1887;;1887
;2659;;1887;;1887;;1887;;1887;;1887
;8245;;1888;;1888;;1888;;1888;;1888
;386;;1888;;1888;;1888;;1888;;1888
;2651;;1888;;1888;;1888;;1888;;1888
;2765;;1888;;1888;;1888;;1888;;1888
;9601;;1890;;1890;;1890;;1890;;1890
;6840;;1890;;1890;;1890;;1890;;1890
;7209;;1891;;1891;;1891;;1891;;1891
;1497;;1892;;1892;;1892;;1892;;1892
;7283;;1892;;1892;;1892;;1892;;1892
;9250;;1894;;1894;;1894;;1894;;1894
;8058;;1895;;1895;;1895;;1895;;1895
;8421;;1896;;1896;;1896;;1896;;1896
;175;;1896;;1896;;1896;;1896;;1896
;581;;1897;;1897;;1897;;1897;;1897
;6787;;1898;;1898;;1898;;1898;;1898
;3271;;1899;;1899;;1899;;1899;;1899
;4287;;1901;;1901;;1901;;1901;;1901
;7999;;1901;;1901;;1901;;1901;;1901
;2504;;1901;;1901;;1901;;1901;;1901
;4979;;1903;;1903;;1903;;1903;;1903
;2138;;1903;;1903;;1903;;1903;;1903
;700;;1905;;1905;;1905;;1905;;1905
;530;;1906;;1906;;1906;;1906;;1906
;2461;;1906;;1906;;1906;;1906;;1906
;2118;;1907;;1907;;1907;;1907;;1907
;205;;1907;;1907;;1907;;1907;;1907
;7540;;1907;;1907;;1907;;1907;;1907
;8828;;1908;;1908;;1908;;1908;;1908
;4459;;1908;;1908;;1908;;1908;;1908
;1622;;1909;;1909;;1909;;1909;;1909
;4398;;1909;;1909;;1909;;1909;;1909
;3760;;1911;;1911;;1911;;1911;;1911
;7098;;1911;;1911;;1911;;1911;;1911
;2935;;1912;;1912;;1912;;1912;;1912
;481;;1913;;1913;;1913;;1913;;1913
;614;;1913;;1913;;1913;;1913;;1913
;9567;;1915;;1915;;1915;;1915;;1915
;8493;;1915;;1915;;1915;;1915;;1915
;8596;;1916;;1916;;1916;;1916;;1916
;9161;;1918;;1918;;1918;;1918;;1918
;7746;;1918;;1918;;1918;;1918;;1918
;538;;1918;;1918;;1918;;1918;;1918
;7670;;1920;;1920;;1920;;1920;;1920
;538;;1920;;1920;;1920;;1920;;1920
;1476;;1920;;1920;;1920;;1920;;1920
;1555;;1920;;1920;;1920;;1920;;1920
;4917;;1923;;1923;;1923;;1923;;1923
;6371;;1924;;1924;;1924;;1924;;1924
;6760;;1924;;1924;;1924;;1924;;1924
;5752;;1925;;1925;;1925;;1925;;1925
;3758;;1925;;1925;;1925;;1925;;1925
;5433;;1926;;1926;;1926;;1926;;1926
;2255;;1926;;1926;;1926;;1926;;1926
;9065;;1927;;1927;;1927;;1927;;1927
;726;;1928;;1928;;1928;;1928;;1928
;2401;;1929;;1929;;1929;;1929;;1929
;3034;;1930;;1930;;1930;;1930;;1930
;2759;;1930;;1930;;1930;;1930;;1930
;393;;1932;;1932;;1932;;1932;;1932
;548;;1933;;1933;;1933;;1933;;1933
;7273;;1934;;1934;;1934;;1934;;1934
;8792;;1934;;1934;;1934;;1934;;1934
;6193;;1935;;1935;;1935;;1935;;1935
;2933;;1935;;1935;;1935;;1935;;1935
;137;;1936;;1936;;1936;;1936;;1936
;7103;;1941;;1941;;1941;;1941;;1941
;3690;;1942;;1942;;1942;;1942;;1942
;8211;;1942;;1942;;1942;;1942;;1942
;3694;;1943;;1943;;1943;;1943;;1943
;4668;;1945;;1945;;1945;;1945;;1945
;2627;;1945;;1945;;1945;;1945;;1945
;7498;;1945;;1945;;1945;;1945;;1945
;989;;1947;;1947;;1947;;1947;;1947
;5248;;1948;;1948;;1948;;1948;;1948
;3879;;1948;;1948;;1948;;1948;;1948
;1647;;1949;;1949;;1949;;1949;;1949
;1149;;1950;;1950;;1950;;1950;;1950
;931;;1951;;1951;;1951;;1951;;1951
;669;;1953;;1953;;1953;;1953;;1953
;875;;1954;;1954;;1954;;1954;;1954
;5598;;1954;;1954;;1954;;1954;;1954
;5449;;1954;;1954;;1954;;1954;;1954
;5436;;1957;;1957;;1957;;1957;;1957
;4599;;1957;;1957;;1957;;1957;;1957
;123;;1958;;1958;;1958;;1958;;1958
;1443;;1959;;1959;;1959;;1959;;1959
;1731;;1960;;1960;;1960;;1960;;1960
;8154;;1960;;1960;;1960;;1960;;1960
;2861;;1962;;1962;;1962;;1962;;1962
;4434;;1963;;1963;;1963;;1963;;1963
;9385;;1967;;1967;;1967;;1967;;1967
;3967;;1967;;1967;;1967;;1967;;1967
;816;;1968;;1968;;1968;;1968;;1968
;1393;;1969;;1969;;1969;;1969;;1969
;6704;;1969;;1969;;1969;;1969;;1969
;9866;;1970;;1970;;1970;;1970;;1970
;953;;1970;;1970;;1970;;1970;;1970
;308;;1974;;1974;;1974;;1974;;1974
;8223;;1975;;1975;;1975;;1975;;1975
;8684;;1977;;1977;;1977;;1977;;1977
;792;;1978;;1978;;1978;;1978;;1978
;2667;;1979;;1979;;1979;;1979;;1979
;48;;1979;;1979;;1979;;1979;;1979
;2469;;1979;;1979;;1979;;1979;;1979
;3930;;1980;;1980;;1980;;1980;;1980
;811;;1980;;1980;;1980;;1980;;1980
;9814;;1981;;1981;;1981;;1981;;1981
;6090;;1981;;1981;;1981;;1981;;1981
;5427;;1982;;1982;;1982;;1982;;1982
;3743;;1982;;1982;;1982;;1982;;1982
;1604;;1983;;1983;;1983;;1983;;1983
;599;;1984;;1984;;1984;;1984;;1984
;6474;;1984;;1984;;1984;;1984;;1984
;7195;;1984;;1984;;1984;;1984;;1984
;506;;1984;;1984;;1984;;1984;;1984
;5158;;1985;;1985;;1985;;1985;;1985
;7589;;1986;;1986;;1986;;1986;;1986
;9858;;1987;;1987;;1987;;1987;;1987
;7809;;1987;;1987;;1987;;1987;;1987
;7889;;1988;;1988;;1988;;1988;;1988
;1447;;1988;;1988;;1988;;1988;;1988
;40;;1989;;1989;;1989;;1989;;1989
;3818;;1990;;1990;;1990;;1990;;1990
;9364;;1990;;1990;;1990;;1990;;1990
;7975;;1991;;1991;;1991;;1991;;1991
;26;;1991;;1991;;1991;;1991;;1991
;5089;;1991;;1991;;1991;;1991;;1991
;2503;;1991;;1991;;1991;;1991;;1991
;66;;1993;;1993;;1993;;1993;;1993
;6412;;1993;;1993;;1993;;1993;;1993
;6840;;1993;;1993;;1993;;1993;;1993
;2570;;1997;;1997;;1997;;1997;;1997
;4676;;1998;;1998;;1998;;1998;;1998
;5395;;1999;;1999;;1999;;1999;;1999
;8641;;1999;;1999;;1999;;1999;;1999
;9986;;1999;;1999;;1999;;1999;;1999
;7651;;1999;;1999;;1999;;1999;;1999
;1109;;2000;;2000;;2000;;2000;;2000
;8187;;2000;;2000;;2000;;2000;;2000
;83;;2002;;2002;;2002;;2002;;2002
;1085;;2003;;2003;;2003;;2003;;2003
;3390;;2003;;2003;;2003;;2003;;2003
;1250;;2005;;2005;;2005;;2005;;2005
;8686;;2007;;2007;;2007;;2007;;2007
;4755;;2008;;2008;;2008;;2008;;2008
;1381;;2011;;2011;;2011;;2011;;2011
;8128;;2012;;2012;;2012;;2012;;2012
;5502;;2012;;2012;;2012;;2012;;2012
;4277;;2014;;2014;;2014;;2014;;2014
;862;;2014;;2014;;2014;;2014;;2014
;6424;;2015;;2015;;2015;;2015;;2015
;3565;;2015;;2015;;2015;;2015;;2015
;3872;;2015;;2015;;2015;;2015;;2015
;832;;2016;;2016;;2016;;2016;;2016
;885;;2018;;2018;;2018;;2018;;2018
;4428;;2018;;2018;;2018;;2018;;2018
;6646;;2018;;2018;;2018;;2018;;2018
;889;;2018;;2018;;2018;;2018;;2018
;6478;;2019;;2019;;2019;;2019;;2019
;883;;2019;;2019;;2019;;2019;;2019
;4925;;2019;;2019;;2019;;2019;;2019
;1265;;2020;;2020;;2020;;2020;;2020
;1260;;2021;;2021;;2021;;2021;;2021
;5045;;2021;;2021;;2021;;2021;;2021
;778;;2022;;2022;;2022;;2022;;2022
;5821;;2024;;2024;;2024;;2024;;2024
;3855;;2027;;2027;;2027;;2027;;2027
;2520;;2027;;2027;;2027;;2027;;2027
;2927;;2028;;2028;;2028;;2028;;2028
;4773;;2029;;2029;;2029;;2029;;2029
;5134;;2030;;2030;;2030;;2030;;2030
;7251;;2032;;2032;;2032;;2032;;2032
;2675;;2033;;2033;;2033;;2033;;2033
;3336;;2033;;2033;;2033;;2033;;2033
;6334;;2036;;2036;;2036;;2036;;2036
;1001;;2036;;2036;;2036;;2036;;2036
;2737;;2037;;2037;;2037;;2037;;2037
;9310;;2038;;2038;;2038;;2038;;2038
;5974;;2039;;2039;;2039;;2039;;2039
;7590;;2040;;2040;;2040;;2040;;2040
;356;;2042;;2042;;2042;;2042;;2042
;1071;;2042;;2042;;2042;;2042;;2042
;2080;;2043;;2043;;2043;;2043;;2043
;935;;2043;;2043;;2043;;2043;;2043
;2145;;2043;;2043;;2043;;2043;;2043
;7282;;2044;;2044;;2044;;2044;;2044
;1825;;2044;;2044;;2044;;2044;;2044
;8718;;2045;;2045;;2045;;2045;;2045
;3573;;2045;;2045;;2045;;2045;;2045
;4712;;2046;;2046;;2046;;2046;;2046
;3037;;2046;;2046;;2046;;2046;;2046
;4998;;2047;;2047;;2047;;2047;;2047
;9905;;2048;;2048;;2048;;2048;;2048
;7162;;2048;;2048;;2048;;2048;;2048
;1717;;2048;;2048;;2048;;2048;;2048
;8692;;2048;;2048;;2048;;2048;;2048
;9539;;2048;;2048;;2048;;2048;;2048
;8047;;2050;;2050;;2050;;2050;;2050
;946;;2050;;2050;;2050;;2050;;2050
;9103;;2050;;2050;;2050;;2050;;2050
;231;;2050;;2050;;2050;;2050;;2050
;4115;;2051;;2051;;2051;;2051;;2051
;839;;2052;;2052;;2052;;2052;;2052
;5858;;2052;;2052;;2052;;2052;;2052
;829;;2053;;2053;;2053;;2053;;2053
;2645;;2053;;2053;;2053;;2053;;2053
;3394;;2054;;2054;;2054;;2054;;2054
;7199;;2054;;2054;;2054;;2054;;2054
;9645;;2056;;2056;;2056;;2056;;2056
;4272;;2057;;2057;;2057;;2057;;2057
;675;;2058;;2058;;2058;;2058;;2058
;1862;;2060;;2060;;2060;;2060;;2060
;2072;;2060;;2060;;2060;;2060;;2060
;3773;;2060;;2060;;2060;;2060;;2060
;2480;;2061;;2061;;2061;;2061;;2061
;1238;;2061;;2061;;2061;;2061;;2061
;6897;;2064;;2064;;2064;;2064;;2064
;3542;;2065;;2065;;2065;;2065;;2065
;9608;;2065;;2065;;2065;;2065;;2065
;9203;;2065;;2065;;2065;;2065;;2065
;3277;;2066;;2066;;2066;;2066;;2066
;6125;;2066;;2066;;2066;;2066;;2066
;134;;2068;;2068;;2068;;2068;;2068
;1401;;2069;;2069;;2069;;2069;;2069
;9078;;2070;;2070;;2070;;2070;;2070
;8382;;2070;;2070;;2070;;2070;;2070
;169;;2071;;2071;;2071;;2071;;2071
;736;;2071;;2071;;2071;;2071;;2071
;7478;;2072;;2072;;2072;;2072;;2072
;7939;;2073;;2073;;2073;;2073;;2073
;1138;;2073;;2073;;2073;;2073;;2073
;8721;;2074;;2074;;2074;;2074;;2074
;1426;;2074;;2074;;2074;;2074;;2074
;663;;2074;;2074;;2074;;2074;;2074
;1677;;2075;;2075;;2075;;2075;;2075
;1575;;2075;;2075;;2075;;2075;;2075
;6724;;2076;;2076;;2076;;2076;;2076
;5981;;2078;;2078;;2078;;2078;;2078
;7700;;2079;;2079;;2079;;2079;;2079
;7961;;2080;;2080;;2080;;2080;;2080
;8862;;2080;;2080;;2080;;2080;;2080
;6002;;2081;;2081;;2081;;2081;;2081
;8448;;2082;;2082;;2082;;2082;;2082
;5095;;2082;;2082;;2082;;2082;;2082
;684;;2082;;2082;;2082;;2082;;2082
;4016;;2083;;2083;;2083;;2083;;2083
;5137;;2085;;2085;;2085;;2085;;2085
;9507;;2085;;2085;;2085;;2085;;2085
;3993;;2085;;2085;;2085;;2085;;2085
;1284;;2086;;2086;;2086;;2086;;2086
;2944;;2087;;2087;;2087;;2087;;2087
;259;;2088;;2088;;2088;;2088;;2088
;821;;2088;;2088;;2088;;2088;;2088
;7058;;2088;;2088;;2088;;2088;;2088
;4643;;2088;;2088;;2088;;2088;;2088
;7668;;2090;;2090;;2090;;2090;;2090
;677;;2091;;2091;;2091;;2091;;2091
;119;;2092;;2092;;2092;;2092;;2092
;9857;;2093;;2093;;2093;;2093;;2093
;3041;;2093;;2093;;2093;;2093;;2093
;8891;;2094;;2094;;2094;;2094;;2094
;5264;;2094;;2094;;2094;;2094;;2094
;1623;;2094;;2094;;2094;;2094;;2094
;6915;;2095;;2095;;2095;;2095;;2095
;8072;;2097;;2097;;2097;;2097;;2097
;7929;;2097;;2097;;2097;;2097;;2097
;841;;2097;;2097;;2097;;2097;;2097
;4715;;2100;;2100;;2100;;2100;;2100
;7615;;2100;;2100;;2100;;2100;;2100
;2536;;2104;;2104;;2104;;2104;;2104
;4957;;2105;;2105;;2105;;2105;;2105
;7759;;2105;;2105;;2105;;2105;;2105
;700;;2105;;2105;;2105;;2105;;2105
;3452;;2105;;2105;;2105;;2105;;2105
;5093;;2106;;2106;;2106;;2106;;2106
;4241;;2106;;2106;;2106;;2106;;2106
;1829;;2108;;2108;;2108;;2108;;2108
;2448;;2110;;2110;;2110;;2110;;2110
;5227;;2111;;2111;;2111;;2111;;2111
;1798;;2112;;2112;;2112;;2112;;2112
;6224;;2113;;2113;;2113;;2113;;2113
;324;;2118;;2118;;2118;;2118;;2118
;2274;;2119;;2119;;2119;;2119;;2119
;8133;;2121;;2121;;2121;;2121;;2121
;2885;;2122;;2122;;2122;;2122;;2122
;5038;;2125;;2125;;2125;;2125;;2125
;2170;;2125;;2125;;2125;;2125;;2125
;6862;;2125;;2125;;2125;;2125;;2125
;2629;;2125;;2125;;2125;;2125;;2125
;5084;;2126;;2126;;2126;;2126;;2126
;1909;;2128;;2128;;2128;;2128;;2128
;4878;;2129;;2129;;2129;;2129;;2129
;6923;;2129;;2129;;2129;;2129;;2129
;7085;;2133;;2133;;2133;;2133;;2133
;9400;;2133;;2133;;2133;;2133;;2133
;3024;;2133;;2133;;2133;;2133;;2133
;4193;;2133;;2133;;2133;;2133;;2133
;3105;;2134;;2134;;2134;;2134;;2134
;9412;;2135;;2135;;2135;;2135;;2135
;5765;;2136;;2136;;2136;;2136;;2136
;5767;;2136;;2136;;2136;;2136;;2136
;5407;;2136;;2136;;2136;;2136;;2136
;677;;2137;;2137;;2137;;2137;;2137
;3784;;2137;;2137;;2137;;2137;;2137
;704;;2138;;2138;;2138;;2138;;2138
;4790;;2138;;2138;;2138;;2138;;2138
;9834;;2139;;2139;;2139;;2139;;2139
;891;;2139;;2139;;2139;;2139;;2139
;621;;2140;;2140;;2140;;2140;;2140
;8085;;2142;;2142;;2142;;2142;;2142
;7734;;2143;;2143;;2143;;2143;;2143
;5190;;2143;;2143;;2143;;2143;;2143
;542;;2144;;2144;;2144;;2144;;2144
;7998;;2145;;2145;;2145;;2145;;2145
;2086;;2145;;2145;;2145;;2145;;2145
;2018;;2145;;2145;;2145;;2145;;2145
;5621;;2145;;2145;;2145;;2145;;2145
;424;;2146;;2146;;2146;;2146;;2146
;2597;;2147;;2147;;2147;;2147;;2147
;1376;;2148;;2148;;2148;;2148;;2148
;4254;;2150;;2150;;2150;;2150;;2150
;9669;;2151;;2151;;2151;;2151;;2151
;8108;;2151;;2151;;2151;;2151;;2151
;2927;;2151;;2151;;2151;;2151;;2151
;2493;;2151;;2151;;2151;;2151;;2151
;6068;;2152;;2152;;2152;;2152;;2152
;6366;;2153;;2153;;2153;;2153;;2153
;9102;;2154;;2154;;2154;;2154;;2154
;2438;;2155;;2155;;2155;;2155;;2155
;2600;;2157;;2157;;2157;;2157;;2157
;819;;2158;;2158;;2158;;2158;;2158
;4318;;2158;;2158;;2158;;2158;;2158
;2290;;2158;;2158;;2158;;2158;;2158
;4984;;2159;;2159;;2159;;2159;;2159
;6339;;2161;;2161;;2161;;2161;;2161
;2556;;2161;;2161;;2161;;2161;;2161
;5808;;2162;;2162;;2162;;2162;;2162
;4632;;2164;;2164;;2164;;2164;;2164
;1478;;2165;;2165;;2165;;2165;;2165
;6814;;2166;;2166;;2166;;2166;;2166
;3787;;2166;;2166;;2166;;2166;;2166
;7239;;2167;;2167;;2167;;2167;;2167
;8074;;2167;;2167;;2167;;2167;;2167
;5020;;2168;;2168;;2168;;2168;;2168
;827;;2168;;2168;;2168;;2168;;2168
;2554;;2169;;2169;;2169;;2169;;2169
;1988;;2170;;2170;;2170;;2170;;2170
;7441;;2170;;2170;;2170;;2170;;2170
;6798;;2171;;2171;;2171;;2171;;2171
;3642;;2171;;2171;;2171;;2171;;2171
;9002;;2173;;2173;;2173;;2173;;2173
;6321;;2173;;2173;;2173;;2173;;2173
;104;;2173;;2173;;2173;;2173;;2173
;3946;;2174;;2174;;2174;;2174;;2174
;7056;;2174;;2174;;2174;;2174;;2174
;8509;;2174;;2174;;2174;;2174;;2174
;9833;;2176;;2176;;2176;;2176;;2176
;7708;;2177;;2177;;2177;;2177;;2177
;9761;;2177;;2177;;2177;;2177;;2177
;6533;;2178;;2178;;2178;;2178;;2178
;686;;2178;;2178;;2178;;2178;;2178
;4804;;2179;;2179;;2179;;2179;;2179
;6385;;2179;;2179;;2179;;2179;;2179
;142;;2180;;2180;;2180;;2180;;2180
;8842;;2181;;2181;;2181;;2181;;2181
;7260;;2181;;2181;;2181;;2181;;2181
;2161;;2182;;2182;;2182;;2182;;2182
;1620;;2182;;2182;;2182;;2182;;2182
;4343;;2183;;2183;;2183;;2183;;2183
;9578;;2184;;2184;;2184;;2184;;2184
;1187;;2186;;2186;;2186;;2186;;2186
;113;;2186;;2186;;2186;;2186;;2186
;3063;;2187;;2187;;2187;;2187;;2187
;4591;;2187;;2187;;2187;;2187;;2187
;5934;;2187;;2187;;2187;;2187;;2187
;415;;2189;;2189;;2189;;2189;;2189
;656;;2189;;2189;;2189;;2189;;2189
;9761;;2190;;2190;;2190;;2190;;2190
;5012;;2190;;2190;;2190;;2190;;2190
;8411;;2192;;2192;;2192;;2192;;2192
;1959;;2193;;2193;;2193;;2193;;2193
;6251;;2193;;2193;;2193;;2193;;2193
;8738;;2194;;2194;;2194;;2194;;2194
;3370;;2195;;2195;;2195;;2195;;2195
;6124;;2195;;2195;;2195;;2195;;2195
;5507;;2195;;2195;;2195;;2195;;2195
;8007;;2196;;2196;;2196;;2196;;2196
;7584;;2197;;2197;;2197;;2197;;2197
;951;;2197;;2197;;2197;;2197;;2197
;3101;;2197;;2197;;2197;;2197;;2197
;4489;;2199;;2199;;2199;;2199;;2199
;4958;;2199;;2199;;2199;;2199;;2199
;5441;;2200;;2200;;2200;;2200;;2200
;1790;;2200;;2200;;2200;;2200;;2200
;7013;;2203;;2203;;2203;;2203;;2203
;412;;2205;;2205;;2205;;2205;;2205
;4855;;2206;;2206;;2206;;2206;;2206
;1060;;2207;;2207;;2207;;2207;;2207
;7093;;2208;;2208;;2208;;2208;;2208
;8472;;2209;;2209;;2209;;2209;;2209
;5402;;2209;;2209;;2209;;2209;;2209
;2676;;2209;;2209;;2209;;2209;;2209
;3543;;2211;;2211;;2211;;2211;;2211
;7373;;2211;;2211;;2211;;2211;;2211
;6266;;2212;;2212;;2212;;2212;;2212
;7651;;2212;;2212;;2212;;2212;;2212
;5275;;2214;;2214;;2214;;2214;;2214
;1528;;2216;;2216;;2216;;2216;;2216
;532;;2218;;2218;;2218;;2218;;2218
;761;;2218;;2218;;2218;;2218;;2218
;5469;;2220;;2220;;2220;;2220;;2220
;2503;;2222;;2222;;2222;;2222;;2222
;2729;;2222;;2222;;2222;;2222;;2222
;7107;;2222;;2222;;2222;;2222;;2222
;7892;;2223;;2223;;2223;;2223;;2223
;2451;;2223;;2223;;2223;;2223;;2223
;7953;;2223;;2223;;2223;;2223;;2223
;8392;;2224;;2224;;2224;;2224;;2224
;2570;;2224;;2224;;2224;;2224;;2224
;3519;;2225;;2225;;2225;;2225;;2225
;9472;;2226;;2226;;2226;;2226;;2226
;3407;;2226;;2226;;2226;;2226;;2226
;2494;;2229;;2229;;2229;;2229;;2229
;9505;;2229;;2229;;2229;;2229;;2229
;8440;;2232;;2232;;2232;;2232;;2232
;383;;2233;;2233;;2233;;2233;;2233
;4262;;2233;;2233;;2233;;2233;;2233
;1409;;2235;;2235;;2235;;2235;;2235
;8607;;2237;;2237;;2237;;2237;;2237
;8038;;2237;;2237;;2237;;2237;;2237
;4360;;2237;;2237;;2237;;2237;;2237
;5471;;2238;;2238;;2238;;2238;;2238
;1171;;2239;;2239;;2239;;2239;;2239
;654;;2240;;2240;;2240;;2240;;2240
;9947;;2241;;2241;;2241;;2241;;2241
;1514;;2242;;2242;;2242;;2242;;2242
;4523;;2242;;2242;;2242;;2242;;2242
;1229;;2244;;2244;;2244;;2244;;2244
;489;;2244;;2244;;2244;;2244;;2244
;6766;;2245;;2245;;2245;;2245;;2245
;7887;;2249;;2249;;2249;;2249;;2249
;9756;;2249;;2249;;2249;;2249;;2249
;6632;;2249;;2249;;2249;;2249;;2249
;7470;;2249;;2249;;2249;;2249;;2249
;5739;;2251;;2251;;2251;;2251;;2251
;666;;2252;;2252;;2252;;2252;;2252
;8522;;2252;;2252;;2252;;2252;;2252
;7283;;2253;;2253;;2253;;2253;;2253
;8160;;2254;;2254;;2254;;2254;;2254
;7553;;2255;;2255;;2255;;2255;;2255
;4705;;2255;;2255;;2255;;2255;;2255
;7091;;2257;;2257;;2257;;2257;;2257
;1259;;2257;;2257;;2257;;2257;;2257
;5386;;2257;;2257;;2257;;2257;;2257
;1687;;2258;;2258;;2258;;2258;;2258
;4629;;2258;;2258;;2258;;2258;;2258
;42;;2259;;2259;;2259;;2259;;2259
;8317;;2261;;2261;;2261;;2261;;2261
;2045;;2262;;2262;;2262;;2262;;2262
;2356;;2263;;2263;;2263;;2263;;2263
;3388;;2263;;2263;;2263;;2263;;2263
;5452;;2264;;2264;;2264;;2264;;2264
;3154;;2266;;2266;;2266;;2266;;2266
;466;;2268;;2268;;2268;;2268;;2268
;1833;;2268;;2268;;2268;;2268;;2268
;7760;;2269;;2269;;2269;;2269;;2269
;6919;;2270;;2270;;2270;;2270;;2270
;5631;;2270;;2270;;2270;;2270;;2270
