;Not sorted array;;BubbleSort;;SelectionSort;;InsertSort;;ShellSort;;QuickSort
;8467;;2031;;2031;;2031;;2031;;2031
;492;;2031;;2031;;2031;;2031;;2031
;7251;;2031;;2031;;2031;;2031;;2031
;3597;;2031;;2031;;2031;;2031;;2031
;5715;;2031;;2031;;2031;;2031;;2031
;7057;;2031;;2031;;2031;;2031;;2031
;5588;;2031;;2031;;2031;;2031;;2031
;8999;;2031;;2031;;2031;;2031;;2031
;2588;;2031;;2031;;2031;;2031;;2031
;1025;;2031;;2031;;2031;;2031;;2031
;8007;;2032;;2032;;2032;;2032;;2032
;9624;;2032;;2032;;2032;;2032;;2032
;5768;;2032;;2032;;2032;;2032;;2032
;5115;;2032;;2032;;2032;;2032;;2032
;4425;;2032;;2032;;2032;;2032;;2032
;1080;;2032;;2032;;2032;;2032;;2032
;433;;2032;;2032;;2032;;2032;;2032
;965;;2032;;2032;;2032;;2032;;2032
;1426;;2032;;2032;;2032;;2032;;2032
;2323;;2032;;2032;;2032;;2032;;2032
;4004;;2032;;2032;;2032;;2032;;2032
;8757;;2032;;2032;;2032;;2032;;2032
;3205;;2033;;2033;;2033;;2033;;2033
;1196;;2033;;2033;;2033;;2033;;2033
;5;;2033;;2033;;2033;;2033;;2033
;4033;;2033;;2033;;2033;;2033;;2033
;8871;;2033;;2033;;2033;;2033;;2033
;7427;;2033;;2033;;2033;;2033;;2033
;1427;;2033;;2033;;2033;;2033;;2033
;170;;2033;;2033;;2033;;2033;;2033
;2708;;2033;;2033;;2033;;2033;;2033
;682;;2033;;2033;;2033;;2033;;2033
;717;;2033;;2033;;2033;;2033;;2033
;2964;;2034;;2034;;2034;;2034;;2034
;910;;2034;;2034;;2034;;2034;;2034
;5236;;2034;;2034;;2034;;2034;;2034
;693;;2034;;2034;;2034;;2034;;2034
;9209;;2034;;2034;;2034;;2034;;2034
;791;;2034;;2034;;2034;;2034;;2034
;7359;;2034;;2034;;2034;;2034;;2034
;2612;;2034;;2034;;2034;;2034;;2034
;1230;;2034;;2034;;2034;;2034;;2034
;8289;;2034;;2034;;2034;;2034;;2034
;8755;;2034;;2034;;2034;;2034;;2034
;2574;;2034;;2034;;2034;;2034;;2034
;8646;;2034;;2034;;2034;;2034;;2034
;1907;;2034;;2034;;2034;;2034;;2034
;1435;;2035;;2035;;2035;;2035;;2035
;3911;;2035;;2035;;2035;;2035;;2035
;7798;;2035;;2035;;2035;;2035;;2035
;8927;;2035;;2035;;2035;;2035;;2035
;7188;;2035;;2035;;2035;;2035;;2035
;7815;;2035;;2035;;2035;;2035;;2035
;570;;2035;;2035;;2035;;2035;;2035
;1570;;2035;;2035;;2035;;2035;;2035
;4260;;2035;;2035;;2035;;2035;;2035
;2890;;2035;;2035;;2035;;2035;;2035
;1958;;2035;;2035;;2035;;2035;;2035
;9852;;2035;;2035;;2035;;2035;;2035
;1197;;2036;;2036;;2036;;2036;;2036
;7947;;2036;;2036;;2036;;2036;;2036
;6430;;2036;;2036;;2036;;2036;;2036
;5761;;2036;;2036;;2036;;2036;;2036
;5186;;2036;;2036;;2036;;2036;;2036
;8530;;2036;;2036;;2036;;2036;;2036
;5193;;2036;;2036;;2036;;2036;;2036
;1311;;2036;;2036;;2036;;2036;;2036
;1817;;2036;;2036;;2036;;2036;;2036
;5339;;2037;;2037;;2037;;2037;;2037
;9492;;2037;;2037;;2037;;2037;;2037
;2512;;2037;;2037;;2037;;2037;;2037
;1282;;2037;;2037;;2037;;2037;;2037
;8441;;2037;;2037;;2037;;2037;;2037
;4212;;2037;;2037;;2037;;2037;;2037
;3506;;2037;;2037;;2037;;2037;;2037
;3911;;2037;;2037;;2037;;2037;;2037
;8810;;2037;;2037;;2037;;2037;;2037
;9678;;2037;;2037;;2037;;2037;;2037
;4422;;2037;;2037;;2037;;2037;;2037
;4084;;2037;;2037;;2037;;2037;;2037
;477;;2038;;2038;;2038;;2038;;2038
;2074;;2038;;2038;;2038;;2038;;2038
;7830;;2038;;2038;;2038;;2038;;2038
;7112;;2038;;2038;;2038;;2038;;2038
;6962;;2038;;2038;;2038;;2038;;2038
;3141;;2038;;2038;;2038;;2038;;2038
;1818;;2038;;2038;;2038;;2038;;2038
;7500;;2038;;2038;;2038;;2038;;2038
;9921;;2038;;2038;;2038;;2038;;2038
;1734;;2038;;2038;;2038;;2038;;2038
;6253;;2038;;2038;;2038;;2038;;2038
;5332;;2038;;2038;;2038;;2038;;2038
;1357;;2038;;2038;;2038;;2038;;2038
;5300;;2039;;2039;;2039;;2039;;2039
;7931;;2039;;2039;;2039;;2039;;2039
;1060;;2039;;2039;;2039;;2039;;2039
;4378;;2039;;2039;;2039;;2039;;2039
;7509;;2039;;2039;;2039;;2039;;2039
;9054;;2039;;2039;;2039;;2039;;2039
;6965;;2039;;2039;;2039;;2039;;2039
;2509;;2039;;2039;;2039;;2039;;2039
;4138;;2039;;2039;;2039;;2039;;2039
;1321;;2039;;2039;;2039;;2039;;2039
;6632;;2039;;2039;;2039;;2039;;2039
;6835;;2039;;2039;;2039;;2039;;2039
;9577;;2039;;2039;;2039;;2039;;2039
;9636;;2039;;2039;;2039;;2039;;2039
;5355;;2039;;2039;;2039;;2039;;2039
;9109;;2040;;2040;;2040;;2040;;2040
;3131;;2040;;2040;;2040;;2040;;2040
;937;;2040;;2040;;2040;;2040;;2040
;2009;;2040;;2040;;2040;;2040;;2040
;2138;;2040;;2040;;2040;;2040;;2040
;8728;;2040;;2040;;2040;;2040;;2040
;7679;;2040;;2040;;2040;;2040;;2040
;8886;;2040;;2040;;2040;;2040;;2040
;8189;;2040;;2040;;2040;;2040;;2040
;5503;;2040;;2040;;2040;;2040;;2040
;7813;;2040;;2040;;2040;;2040;;2040
;9212;;2040;;2040;;2040;;2040;;2040
;9937;;2040;;2040;;2040;;2040;;2040
;8427;;2040;;2040;;2040;;2040;;2040
;2145;;2040;;2040;;2040;;2040;;2040
;9647;;2040;;2040;;2040;;2040;;2040
;7634;;2041;;2041;;2041;;2041;;2041
;882;;2041;;2041;;2041;;2041;;2041
;8938;;2041;;2041;;2041;;2041;;2041
;9032;;2041;;2041;;2041;;2041;;2041
;4269;;2041;;2041;;2041;;2041;;2041
;7759;;2041;;2041;;2041;;2041;;2041
;2626;;2041;;2041;;2041;;2041;;2041
;1712;;2041;;2041;;2041;;2041;;2041
;7299;;2041;;2041;;2041;;2041;;2041
;9443;;2041;;2041;;2041;;2041;;2041
;2680;;2041;;2041;;2041;;2041;;2041
;5835;;2042;;2042;;2042;;2042;;2042
;7019;;2042;;2042;;2042;;2042;;2042
;2311;;2042;;2042;;2042;;2042;;2042
;7773;;2042;;2042;;2042;;2042;;2042
;7991;;2042;;2042;;2042;;2042;;2042
;2486;;2042;;2042;;2042;;2042;;2042
;1221;;2042;;2042;;2042;;2042;;2042
;7462;;2042;;2042;;2042;;2042;;2042
;3685;;2042;;2042;;2042;;2042;;2042
;2294;;2042;;2042;;2042;;2042;;2042
;7448;;2042;;2042;;2042;;2042;;2042
;369;;2042;;2042;;2042;;2042;;2042
;5015;;2042;;2042;;2042;;2042;;2042
;481;;2043;;2043;;2043;;2043;;2043
;6753;;2043;;2043;;2043;;2043;;2043
;459;;2043;;2043;;2043;;2043;;2043
;7643;;2043;;2043;;2043;;2043;;2043
;9778;;2043;;2043;;2043;;2043;;2043
;3548;;2043;;2043;;2043;;2043;;2043
;5649;;2043;;2043;;2043;;2043;;2043
;1367;;2043;;2043;;2043;;2043;;2043
;529;;2043;;2043;;2043;;2043;;2043
;4578;;2043;;2043;;2043;;2043;;2043
;6;;2043;;2043;;2043;;2043;;2043
;3621;;2043;;2043;;2043;;2043;;2043
;7300;;2043;;2043;;2043;;2043;;2043
;1935;;2044;;2044;;2044;;2044;;2044
;7333;;2044;;2044;;2044;;2044;;2044
;6193;;2044;;2044;;2044;;2044;;2044
;3654;;2044;;2044;;2044;;2044;;2044
;71;;2044;;2044;;2044;;2044;;2044
;4631;;2044;;2044;;2044;;2044;;2044
;6801;;2044;;2044;;2044;;2044;;2044
;7911;;2044;;2044;;2044;;2044;;2044
;7685;;2044;;2044;;2044;;2044;;2044
;1366;;2044;;2044;;2044;;2044;;2044
;1364;;2044;;2044;;2044;;2044;;2044
;5733;;2044;;2044;;2044;;2044;;2044
;4532;;2044;;2044;;2044;;2044;;2044
;7667;;2045;;2045;;2045;;2045;;2045
;6910;;2045;;2045;;2045;;2045;;2045
;4041;;2045;;2045;;2045;;2045;;2045
;4370;;2045;;2045;;2045;;2045;;2045
;2917;;2045;;2045;;2045;;2045;;2045
;7107;;2045;;2045;;2045;;2045;;2045
;9973;;2045;;2045;;2045;;2045;;2045
;8818;;2045;;2045;;2045;;2045;;2045
;1092;;2045;;2045;;2045;;2045;;2045
;5905;;2045;;2045;;2045;;2045;;2045
;7676;;2045;;2045;;2045;;2045;;2045
;5056;;2045;;2045;;2045;;2045;;2045
;8309;;2045;;2045;;2045;;2045;;2045
;7892;;2045;;2045;;2045;;2045;;2045
;4338;;2045;;2045;;2045;;2045;;2045
;618;;2045;;2045;;2045;;2045;;2045
;6630;;2046;;2046;;2046;;2046;;2046
;3140;;2046;;2046;;2046;;2046;;2046
;7798;;2046;;2046;;2046;;2046;;2046
;9085;;2046;;2046;;2046;;2046;;2046
;1901;;2046;;2046;;2046;;2046;;2046
;9025;;2046;;2046;;2046;;2046;;2046
;6061;;2046;;2046;;2046;;2046;;2046
;5214;;2046;;2046;;2046;;2046;;2046
;5644;;2046;;2046;;2046;;2046;;2046
;4002;;2046;;2046;;2046;;2046;;2046
;7058;;2046;;2046;;2046;;2046;;2046
;4651;;2046;;2046;;2046;;2046;;2046
;4519;;2046;;2046;;2046;;2046;;2046
;2426;;2047;;2047;;2047;;2047;;2047
;3418;;2047;;2047;;2047;;2047;;2047
;3713;;2047;;2047;;2047;;2047;;2047
;7801;;2047;;2047;;2047;;2047;;2047
;7740;;2047;;2047;;2047;;2047;;2047
;2940;;2047;;2047;;2047;;2047;;2047
;4846;;2048;;2048;;2048;;2048;;2048
;2996;;2048;;2048;;2048;;2048;;2048
;1409;;2048;;2048;;2048;;2048;;2048
;2273;;2048;;2048;;2048;;2048;;2048
;9225;;2048;;2048;;2048;;2048;;2048
;855;;2048;;2048;;2048;;2048;;2048
;4296;;2048;;2048;;2048;;2048;;2048
;8792;;2048;;2048;;2048;;2048;;2048
;2897;;2048;;2048;;2048;;2048;;2048
;4021;;2048;;2048;;2048;;2048;;2048
;2957;;2048;;2048;;2048;;2048;;2048
;2206;;2048;;2048;;2048;;2048;;2048
;1604;;2048;;2048;;2048;;2048;;2048
;1972;;2048;;2048;;2048;;2048;;2048
;1388;;2048;;2048;;2048;;2048;;2048
;7020;;2048;;2048;;2048;;2048;;2048
;866;;2048;;2048;;2048;;2048;;2048
;179;;2048;;2048;;2048;;2048;;2048
;9623;;2048;;2048;;2048;;2048;;2048
;9553;;2048;;2048;;2048;;2048;;2048
;736;;2048;;2048;;2048;;2048;;2048
;8464;;2049;;2049;;2049;;2049;;2049
;7399;;2049;;2049;;2049;;2049;;2049
;7233;;2049;;2049;;2049;;2049;;2049
;8609;;2049;;2049;;2049;;2049;;2049
;920;;2049;;2049;;2049;;2049;;2049
;0;;2049;;2049;;2049;;2049;;2049
;1726;;2049;;2049;;2049;;2049;;2049
;7778;;2049;;2049;;2049;;2049;;2049
;7312;;2049;;2049;;2049;;2049;;2049
;489;;2049;;2049;;2049;;2049;;2049
;406;;2049;;2049;;2049;;2049;;2049
;676;;2050;;2050;;2050;;2050;;2050
;2324;;2050;;2050;;2050;;2050;;2050
;7114;;2050;;2050;;2050;;2050;;2050
;9069;;2050;;2050;;2050;;2050;;2050
;8336;;2050;;2050;;2050;;2050;;2050
;6862;;2050;;2050;;2050;;2050;;2050
;7973;;2050;;2050;;2050;;2050;;2050
;7981;;2050;;2050;;2050;;2050;;2050
;3462;;2050;;2050;;2050;;2050;;2050
;6265;;2050;;2050;;2050;;2050;;2050
;6010;;2050;;2050;;2050;;2050;;2050
;5052;;2050;;2050;;2050;;2050;;2050
;1895;;2050;;2050;;2050;;2050;;2050
;1766;;2050;;2050;;2050;;2050;;2050
;3190;;2050;;2050;;2050;;2050;;2050
;381;;2051;;2051;;2051;;2051;;2051
;9220;;2051;;2051;;2051;;2051;;2051
;63;;2051;;2051;;2051;;2051;;2051
;5884;;2051;;2051;;2051;;2051;;2051
;2472;;2051;;2051;;2051;;2051;;2051
;4262;;2051;;2051;;2051;;2051;;2051
;4570;;2051;;2051;;2051;;2051;;2051
;744;;2051;;2051;;2051;;2051;;2051
;8142;;2051;;2051;;2051;;2051;;2051
;6943;;2052;;2052;;2052;;2052;;2052
;9377;;2052;;2052;;2052;;2052;;2052
;8623;;2052;;2052;;2052;;2052;;2052
;6312;;2052;;2052;;2052;;2052;;2052
;272;;2052;;2052;;2052;;2052;;2052
;4383;;2052;;2052;;2052;;2052;;2052
;6026;;2052;;2052;;2052;;2052;;2052
;8624;;2052;;2052;;2052;;2052;;2052
;8413;;2052;;2052;;2052;;2052;;2052
;6045;;2052;;2052;;2052;;2052;;2052
;2517;;2052;;2052;;2052;;2052;;2052
;5362;;2052;;2052;;2052;;2052;;2052
;9342;;2052;;2052;;2052;;2052;;2052
;4959;;2053;;2053;;2053;;2053;;2053
;9283;;2053;;2053;;2053;;2053;;2053
;4260;;2053;;2053;;2053;;2053;;2053
;2359;;2053;;2053;;2053;;2053;;2053
;9176;;2053;;2053;;2053;;2053;;2053
;8372;;2053;;2053;;2053;;2053;;2053
;7108;;2053;;2053;;2053;;2053;;2053
;5291;;2053;;2053;;2053;;2053;;2053
;2181;;2053;;2053;;2053;;2053;;2053
;2698;;2053;;2053;;2053;;2053;;2053
;225;;2054;;2054;;2054;;2054;;2054
;7004;;2054;;2054;;2054;;2054;;2054
;5640;;2054;;2054;;2054;;2054;;2054
;7576;;2054;;2054;;2054;;2054;;2054
;9244;;2054;;2054;;2054;;2054;;2054
;1782;;2054;;2054;;2054;;2054;;2054
;4180;;2054;;2054;;2054;;2054;;2054
;1580;;2054;;2054;;2054;;2054;;2054
;8112;;2054;;2054;;2054;;2054;;2054
;3485;;2054;;2054;;2054;;2054;;2054
;3817;;2054;;2054;;2054;;2054;;2054
;6398;;2054;;2054;;2054;;2054;;2054
;7216;;2054;;2054;;2054;;2054;;2054
;1411;;2054;;2054;;2054;;2054;;2054
;1472;;2055;;2055;;2055;;2055;;2055
;713;;2055;;2055;;2055;;2055;;2055
;5632;;2055;;2055;;2055;;2055;;2055
;2751;;2055;;2055;;2055;;2055;;2055
;1657;;2055;;2055;;2055;;2055;;2055
;6091;;2055;;2055;;2055;;2055;;2055
;9464;;2055;;2055;;2055;;2055;;2055
;1035;;2055;;2055;;2055;;2055;;2055
;6962;;2055;;2055;;2055;;2055;;2055
;2664;;2055;;2055;;2055;;2055;;2055
;6340;;2055;;2055;;2055;;2055;;2055
;1644;;2056;;2056;;2056;;2056;;2056
;2012;;2056;;2056;;2056;;2056;;2056
;3235;;2056;;2056;;2056;;2056;;2056
;3150;;2056;;2056;;2056;;2056;;2056
;120;;2056;;2056;;2056;;2056;;2056
;6425;;2056;;2056;;2056;;2056;;2056
;1247;;2056;;2056;;2056;;2056;;2056
;8592;;2056;;2056;;2056;;2056;;2056
;1826;;2056;;2056;;2056;;2056;;2056
;7816;;2056;;2056;;2056;;2056;;2056
;3570;;2057;;2057;;2057;;2057;;2057
;9301;;2057;;2057;;2057;;2057;;2057
;2121;;2057;;2057;;2057;;2057;;2057
;9012;;2057;;2057;;2057;;2057;;2057
;2939;;2057;;2057;;2057;;2057;;2057
;3472;;2057;;2057;;2057;;2057;;2057
;1283;;2057;;2057;;2057;;2057;;2057
;6057;;2057;;2057;;2057;;2057;;2057
;7142;;2057;;2057;;2057;;2057;;2057
;9487;;2057;;2057;;2057;;2057;;2057
;404;;2058;;2058;;2058;;2058;;2058
;4233;;2058;;2058;;2058;;2058;;2058
;4702;;2058;;2058;;2058;;2058;;2058
;1937;;2058;;2058;;2058;;2058;;2058
;3139;;2058;;2058;;2058;;2058;;2058
;9006;;2058;;2058;;2058;;2058;;2058
;947;;2058;;2058;;2058;;2058;;2058
;229;;2058;;2058;;2058;;2058;;2058
;2271;;2058;;2058;;2058;;2058;;2058
;4497;;2058;;2058;;2058;;2058;;2058
;5276;;2058;;2058;;2058;;2058;;2058
;9861;;2058;;2058;;2058;;2058;;2058
;2589;;2058;;2058;;2058;;2058;;2058
;843;;2058;;2058;;2058;;2058;;2058
;6734;;2059;;2059;;2059;;2059;;2059
;1267;;2059;;2059;;2059;;2059;;2059
;4774;;2059;;2059;;2059;;2059;;2059
;905;;2059;;2059;;2059;;2059;;2059
;2269;;2059;;2059;;2059;;2059;;2059
;1683;;2059;;2059;;2059;;2059;;2059
;4975;;2059;;2059;;2059;;2059;;2059
;917;;2059;;2059;;2059;;2059;;2059
;1219;;2059;;2059;;2059;;2059;;2059
;5385;;2059;;2059;;2059;;2059;;2059
;9704;;2059;;2059;;2059;;2059;;2059
;6755;;2060;;2060;;2060;;2060;;2060
;8879;;2060;;2060;;2060;;2060;;2060
;1940;;2060;;2060;;2060;;2060;;2060
;2601;;2060;;2060;;2060;;2060;;2060
;265;;2060;;2060;;2060;;2060;;2060
;6543;;2060;;2060;;2060;;2060;;2060
;4252;;2060;;2060;;2060;;2060;;2060
;361;;2060;;2060;;2060;;2060;;2060
;2595;;2060;;2060;;2060;;2060;;2060
;6401;;2060;;2060;;2060;;2060;;2060
;2200;;2060;;2060;;2060;;2060;;2060
;8242;;2060;;2060;;2060;;2060;;2060
;5830;;2060;;2060;;2060;;2060;;2060
;2070;;2060;;2060;;2060;;2060;;2060
;9827;;2060;;2060;;2060;;2060;;2060
;274;;2060;;2060;;2060;;2060;;2060
;6851;;2060;;2060;;2060;;2060;;2060
;840;;2060;;2060;;2060;;2060;;2060
;7391;;2060;;2060;;2060;;2060;;2060
;1219;;2061;;2061;;2061;;2061;;2061
;5166;;2061;;2061;;2061;;2061;;2061
;6878;;2061;;2061;;2061;;2061;;2061
;2858;;2061;;2061;;2061;;2061;;2061
;8781;;2061;;2061;;2061;;2061;;2061
;3535;;2061;;2061;;2061;;2061;;2061
;7453;;2061;;2061;;2061;;2061;;2061
;929;;2061;;2061;;2061;;2061;;2061
;6953;;2061;;2061;;2061;;2061;;2061
;552;;2061;;2061;;2061;;2061;;2061
;4210;;2061;;2061;;2061;;2061;;2061
;1858;;2061;;2061;;2061;;2061;;2061
;9017;;2061;;2061;;2061;;2061;;2061
;2137;;2061;;2061;;2061;;2061;;2061
;13;;2062;;2062;;2062;;2062;;2062
;934;;2062;;2062;;2062;;2062;;2062
;6151;;2062;;2062;;2062;;2062;;2062
;193;;2062;;2062;;2062;;2062;;2062
;4928;;2062;;2062;;2062;;2062;;2062
;415;;2062;;2062;;2062;;2062;;2062
;4460;;2062;;2062;;2062;;2062;;2062
;758;;2062;;2062;;2062;;2062;;2062
;8009;;2062;;2062;;2062;;2062;;2062
;3551;;2062;;2062;;2062;;2062;;2062
;3170;;2062;;2062;;2062;;2062;;2062
;2215;;2062;;2062;;2062;;2062;;2062
;155;;2062;;2062;;2062;;2062;;2062
;8201;;2062;;2062;;2062;;2062;;2062
;9564;;2062;;2062;;2062;;2062;;2062
;3119;;2062;;2062;;2062;;2062;;2062
;1332;;2063;;2063;;2063;;2063;;2063
;8427;;2063;;2063;;2063;;2063;;2063
;8932;;2063;;2063;;2063;;2063;;2063
;6828;;2063;;2063;;2063;;2063;;2063
;9082;;2063;;2063;;2063;;2063;;2063
;9868;;2063;;2063;;2063;;2063;;2063
;8965;;2063;;2063;;2063;;2063;;2063
;6497;;2063;;2063;;2063;;2063;;2063
;6743;;2063;;2063;;2063;;2063;;2063
;3618;;2063;;2063;;2063;;2063;;2063
;250;;2063;;2063;;2063;;2063;;2063
;4057;;2064;;2064;;2064;;2064;;2064
;6407;;2064;;2064;;2064;;2064;;2064
;9784;;2064;;2064;;2064;;2064;;2064
;7382;;2064;;2064;;2064;;2064;;2064
;3086;;2064;;2064;;2064;;2064;;2064
;2448;;2064;;2064;;2064;;2064;;2064
;9262;;2064;;2064;;2064;;2064;;2064
;7094;;2064;;2064;;2064;;2064;;2064
;3017;;2064;;2064;;2064;;2064;;2064
;34;;2065;;2065;;2065;;2065;;2065
;5729;;2065;;2065;;2065;;2065;;2065
;5940;;2065;;2065;;2065;;2065;;2065
;586;;2065;;2065;;2065;;2065;;2065
;9982;;2065;;2065;;2065;;2065;;2065
;7277;;2065;;2065;;2065;;2065;;2065
;2253;;2065;;2065;;2065;;2065;;2065
;3369;;2065;;2065;;2065;;2065;;2065
;9467;;2065;;2065;;2065;;2065;;2065
;1376;;2065;;2065;;2065;;2065;;2065
;261;;2065;;2065;;2065;;2065;;2065
;8366;;2065;;2065;;2065;;2065;;2065
;2519;;2065;;2065;;2065;;2065;;2065
;9392;;2065;;2065;;2065;;2065;;2065
;7417;;2065;;2065;;2065;;2065;;2065
;7263;;2065;;2065;;2065;;2065;;2065
;3403;;2065;;2065;;2065;;2065;;2065
;7552;;2066;;2066;;2066;;2066;;2066
;3286;;2066;;2066;;2066;;2066;;2066
;5176;;2066;;2066;;2066;;2066;;2066
;3874;;2066;;2066;;2066;;2066;;2066
;9503;;2066;;2066;;2066;;2066;;2066
;8264;;2066;;2066;;2066;;2066;;2066
;7280;;2066;;2066;;2066;;2066;;2066
;3548;;2066;;2066;;2066;;2066;;2066
;7377;;2066;;2066;;2066;;2066;;2066
;486;;2066;;2066;;2066;;2066;;2066
;6265;;2066;;2066;;2066;;2066;;2066
;8846;;2067;;2067;;2067;;2067;;2067
;963;;2067;;2067;;2067;;2067;;2067
;8108;;2067;;2067;;2067;;2067;;2067
;5496;;2067;;2067;;2067;;2067;;2067
;9772;;2067;;2067;;2067;;2067;;2067
;2953;;2067;;2067;;2067;;2067;;2067
;6408;;2068;;2068;;2068;;2068;;2068
;982;;2068;;2068;;2068;;2068;;2068
;9337;;2068;;2068;;2068;;2068;;2068
;1594;;2068;;2068;;2068;;2068;;2068
;9033;;2068;;2068;;2068;;2068;;2068
;9622;;2068;;2068;;2068;;2068;;2068
;2750;;2068;;2068;;2068;;2068;;2068
;1454;;2068;;2068;;2068;;2068;;2068
;8085;;2068;;2068;;2068;;2068;;2068
;3624;;2068;;2068;;2068;;2068;;2068
;5658;;2068;;2068;;2068;;2068;;2068
;3638;;2069;;2069;;2069;;2069;;2069
;2043;;2069;;2069;;2069;;2069;;2069
;1325;;2069;;2069;;2069;;2069;;2069
;7305;;2069;;2069;;2069;;2069;;2069
;1710;;2069;;2069;;2069;;2069;;2069
;4232;;2069;;2069;;2069;;2069;;2069
;1996;;2069;;2069;;2069;;2069;;2069
;839;;2069;;2069;;2069;;2069;;2069
;8031;;2069;;2069;;2069;;2069;;2069
;1917;;2069;;2069;;2069;;2069;;2069
;2261;;2069;;2069;;2069;;2069;;2069
;4311;;2069;;2069;;2069;;2069;;2069
;5095;;2070;;2070;;2070;;2070;;2070
;1312;;2070;;2070;;2070;;2070;;2070
;5379;;2070;;2070;;2070;;2070;;2070
;1823;;2070;;2070;;2070;;2070;;2070
;1469;;2070;;2070;;2070;;2070;;2070
;7250;;2070;;2070;;2070;;2070;;2070
;9511;;2070;;2070;;2070;;2070;;2070
;8390;;2070;;2070;;2070;;2070;;2070
;927;;2070;;2070;;2070;;2070;;2070
;306;;2070;;2070;;2070;;2070;;2070
;2355;;2070;;2070;;2070;;2070;;2070
;5810;;2070;;2070;;2070;;2070;;2070
;8878;;2070;;2070;;2070;;2070;;2070
;736;;2070;;2070;;2070;;2070;;2070
;6420;;2070;;2070;;2070;;2070;;2070
;9083;;2070;;2070;;2070;;2070;;2070
;2781;;2070;;2070;;2070;;2070;;2070
;1588;;2070;;2070;;2070;;2070;;2070
;4197;;2070;;2070;;2070;;2070;;2070
;8564;;2070;;2070;;2070;;2070;;2070
;4214;;2070;;2070;;2070;;2070;;2070
;4624;;2070;;2070;;2070;;2070;;2070
;687;;2070;;2070;;2070;;2070;;2070
;2891;;2071;;2071;;2071;;2071;;2071
;4222;;2071;;2071;;2071;;2071;;2071
;2659;;2071;;2071;;2071;;2071;;2071
;7045;;2071;;2071;;2071;;2071;;2071
;3422;;2071;;2071;;2071;;2071;;2071
;2810;;2071;;2071;;2071;;2071;;2071
;5808;;2071;;2071;;2071;;2071;;2071
;7855;;2071;;2071;;2071;;2071;;2071
;6480;;2071;;2071;;2071;;2071;;2071
;9474;;2071;;2071;;2071;;2071;;2071
;3982;;2071;;2071;;2071;;2071;;2071
;7333;;2071;;2071;;2071;;2071;;2071
;1628;;2071;;2071;;2071;;2071;;2071
;8676;;2072;;2072;;2072;;2072;;2072
;2865;;2072;;2072;;2072;;2072;;2072
;2062;;2072;;2072;;2072;;2072;;2072
;5850;;2072;;2072;;2072;;2072;;2072
;9036;;2072;;2072;;2072;;2072;;2072
;2137;;2072;;2072;;2072;;2072;;2072
;3849;;2072;;2072;;2072;;2072;;2072
;8464;;2072;;2072;;2072;;2072;;2072
;6738;;2072;;2072;;2072;;2072;;2072
;9337;;2072;;2072;;2072;;2072;;2072
;4333;;2073;;2073;;2073;;2073;;2073
;4955;;2073;;2073;;2073;;2073;;2073
;1317;;2073;;2073;;2073;;2073;;2073
;2155;;2073;;2073;;2073;;2073;;2073
;6892;;2073;;2073;;2073;;2073;;2073
;7310;;2073;;2073;;2073;;2073;;2073
;8327;;2073;;2073;;2073;;2073;;2073
;1730;;2073;;2073;;2073;;2073;;2073
;7677;;2073;;2073;;2073;;2073;;2073
;2441;;2073;;2073;;2073;;2073;;2073
;4745;;2073;;2073;;2073;;2073;;2073
;2256;;2073;;2073;;2073;;2073;;2073
;5754;;2074;;2074;;2074;;2074;;2074
;5662;;2074;;2074;;2074;;2074;;2074
;4377;;2074;;2074;;2074;;2074;;2074
;3753;;2074;;2074;;2074;;2074;;2074
;807;;2074;;2074;;2074;;2074;;2074
;5248;;2074;;2074;;2074;;2074;;2074
;360;;2074;;2074;;2074;;2074;;2074
;7143;;2074;;2074;;2074;;2074;;2074
;7765;;2074;;2074;;2074;;2074;;2074
;157;;2074;;2074;;2074;;2074;;2074
;1873;;2074;;2074;;2074;;2074;;2074
;6975;;2074;;2074;;2074;;2074;;2074
;8037;;2074;;2074;;2074;;2074;;2074
;1214;;2074;;2074;;2074;;2074;;2074
;9975;;2074;;2074;;2074;;2074;;2074
;4773;;2074;;2074;;2074;;2074;;2074
;7808;;2074;;2074;;2074;;2074;;2074
;9084;;2074;;2074;;2074;;2074;;2074
;1406;;2074;;2074;;2074;;2074;;2074
;492;;2074;;2074;;2074;;2074;;2074
;6279;;2074;;2074;;2074;;2074;;2074
;9797;;2074;;2074;;2074;;2074;;2074
;8028;;2074;;2074;;2074;;2074;;2074
;4000;;2074;;2074;;2074;;2074;;2074
;8951;;2075;;2075;;2075;;2075;;2075
;6223;;2075;;2075;;2075;;2075;;2075
;113;;2075;;2075;;2075;;2075;;2075
;839;;2075;;2075;;2075;;2075;;2075
;4207;;2075;;2075;;2075;;2075;;2075
;4572;;2075;;2075;;2075;;2075;;2075
;9014;;2075;;2075;;2075;;2075;;2075
;9541;;2075;;2075;;2075;;2075;;2075
;8453;;2075;;2075;;2075;;2075;;2075
;5391;;2075;;2075;;2075;;2075;;2075
;194;;2075;;2075;;2075;;2075;;2075
;3247;;2075;;2075;;2075;;2075;;2075
;8517;;2075;;2075;;2075;;2075;;2075
;8751;;2075;;2075;;2075;;2075;;2075
;5379;;2075;;2075;;2075;;2075;;2075
;579;;2075;;2075;;2075;;2075;;2075
;9355;;2076;;2076;;2076;;2076;;2076
;9705;;2076;;2076;;2076;;2076;;2076
