Search data
Key;44
Time search;0.0000000000
Position;60

Sort data
;Index;Not sorted array;;Sorted array
;1485;208;;1159
;1486;6477;;1159
;1487;8503;;1160
;1488;5370;;1162
;1489;2607;;1163
;1490;4196;;1163
;1491;2074;;1164
;1492;3722;;1164
;1493;2611;;1165
;1494;9019;;1168
;1495;8761;;1168
;1496;1056;;1171
;1497;2890;;1172
;1498;1163;;1173
;1499;6683;;1173
;1500;3716;;1173
;1501;9932;;1174
;1502;5452;;1175
;1503;2741;;1176
;1504;4954;;1180
;1505;6813;;1181
;1506;2862;;1183
;1507;396;;1183
;1508;5460;;1183
;1509;615;;1184
;1510;904;;1184
;1511;2599;;1184
;1512;136;;1184
;1513;4680;;1185
;1514;9198;;1186
;1515;7032;;1187
;1516;4387;;1188
;1517;2584;;1191
;1518;7240;;1192
;1519;3517;;1192
;1520;7006;;1196
;1521;8670;;1196
;1522;241;;1197
;1523;8882;;1197
;1524;5249;;1197
;1525;3523;;1199
;1526;1758;;1200
;1527;2105;;1201
;1528;9621;;1202
;1529;7095;;1202
;1530;7296;;1203
;1531;9916;;1205
;1532;5678;;1206
;1533;178;;1206
;1534;3579;;1210
;1535;5058;;1210
;1536;7577;;1210
;1537;2750;;1211
;1538;4007;;1211
;1539;3729;;1215
;1540;4081;;1215
;1541;2995;;1217
;1542;2678;;1219
;1543;4676;;1219
;1544;7753;;1219
;1545;899;;1219
;1546;1784;;1221
;1547;5565;;1221
;1548;3093;;1221
;1549;3608;;1221
;1550;6172;;1221
;1551;1243;;1221
;1552;9929;;1223
;1553;7514;;1224
;1554;168;;1225
;1555;5055;;1226
;1556;1191;;1226
;1557;5973;;1227
;1558;8922;;1228
;1559;6748;;1228
;1560;5651;;1228
;1561;986;;1229
;1562;2144;;1229
;1563;6446;;1229
;1564;1577;;1230
;1565;6517;;1231
;1566;4629;;1234
;1567;9916;;1237
;1568;5874;;1238
;1569;5791;;1238
;1570;5469;;1238
;1571;2912;;1238
;1572;8146;;1240
;1573;693;;1241
;1574;9091;;1243
;1575;9815;;1243
;1576;6949;;1244
;1577;6857;;1244
;1578;640;;1244
;1579;6052;;1244
;1580;236;;1245
;1581;8551;;1245
;1582;9487;;1247
;1583;1226;;1248
;1584;8162;;1250
;1585;6955;;1252
;1586;3183;;1256
;1587;8394;;1256
;1588;180;;1257
;1589;6097;;1258
;1590;3065;;1258
;1591;7065;;1259
;1592;2513;;1260
;1593;9261;;1260
;1594;2578;;1261
;1595;1078;;1261
;1596;6878;;1262
;1597;4140;;1262
;1598;4611;;1263
;1599;1947;;1264
;1600;2445;;1265
;1601;170;;1265
;1602;9975;;1267
;1603;3489;;1267
;1604;4750;;1267
;1605;6149;;1267
;1606;3333;;1268
;1607;3865;;1268
;1608;2214;;1269
;1609;7282;;1270
;1610;7007;;1271
;1611;7432;;1271
;1612;8896;;1271
;1613;6367;;1273
;1614;8522;;1274
;1615;4882;;1274
;1616;1810;;1276
;1617;7641;;1276
;1618;7231;;1276
;1619;2187;;1278
;1620;6705;;1278
;1621;6479;;1280
;1622;6321;;1281
;1623;6538;;1282
;1624;1351;;1283
;1625;9447;;1284
;1626;4208;;1286
;1627;9646;;1286
;1628;2276;;1286
;1629;5759;;1289
;1630;189;;1290
;1631;422;;1291
;1632;7666;;1292
;1633;8486;;1293
;1634;3455;;1293
;1635;2028;;1293
;1636;9614;;1293
;1637;4860;;1295
;1638;9253;;1298
;1639;1777;;1299
;1640;1348;;1299
;1641;2503;;1300
;1642;861;;1300
;1643;2431;;1301
;1644;9082;;1301
;1645;2455;;1302
;1646;4197;;1302
;1647;2106;;1304
;1648;8752;;1310
;1649;5821;;1310
;1650;7296;;1311
;1651;6281;;1313
;1652;6021;;1313
;1653;4455;;1313
;1654;5947;;1314
;1655;7124;;1316
;1656;8318;;1318
;1657;9135;;1319
;1658;1376;;1320
;1659;1774;;1320
;1660;9859;;1321
;1661;4998;;1321
;1662;2074;;1321
;1663;9253;;1322
;1664;6922;;1323
;1665;635;;1323
;1666;1643;;1323
;1667;8888;;1324
;1668;8153;;1325
;1669;3232;;1329
;1670;4747;;1330
;1671;8680;;1330
;1672;9926;;1331
;1673;5678;;1333
;1674;6450;;1334
;1675;4801;;1337
;1676;4961;;1337
;1677;4199;;1338
;1678;855;;1339
;1679;6363;;1339
;1680;5716;;1340
;1681;573;;1341
;1682;1561;;1342
;1683;3245;;1343
;1684;6473;;1344
;1685;8274;;1345
;1686;1550;;1346
;1687;4353;;1347
;1688;1181;;1347
;1689;4287;;1347
;1690;2699;;1348
;1691;8110;;1348
;1692;8643;;1349
;1693;7465;;1350
;1694;7172;;1351
;1695;2529;;1351
;1696;9981;;1351
;1697;2112;;1354
;1698;3476;;1355
;1699;4381;;1357
;1700;8247;;1358
;1701;6890;;1358
;1702;6671;;1360
;1703;8805;;1361
;1704;2372;;1363
;1705;32;;1363
;1706;3989;;1364
;1707;9320;;1364
;1708;3165;;1364
;1709;5431;;1364
;1710;9658;;1365
;1711;1293;;1366
;1712;7206;;1367
;1713;6578;;1367
;1714;6948;;1367
;1715;2206;;1367
;1716;7171;;1369
;1717;8166;;1371
;1718;3396;;1371
;1719;6697;;1373
;1720;1020;;1374
;1721;3694;;1374
;1722;5529;;1374
;1723;4788;;1375
;1724;109;;1375
;1725;7984;;1376
;1726;1969;;1376
;1727;8978;;1376
;1728;1617;;1378
;1729;4015;;1379
;1730;6626;;1381
;1731;3684;;1381
;1732;9168;;1381
;1733;7906;;1382
;1734;5928;;1382
;1735;2097;;1382
;1736;8118;;1383
;1737;4390;;1385
;1738;5199;;1386
;1739;1785;;1388
;1740;4486;;1389
;1741;9199;;1390
;1742;2420;;1391
;1743;710;;1391
;1744;8271;;1393
;1745;5813;;1395
;1746;7415;;1395
;1747;6085;;1396
;1748;318;;1396
;1749;3580;;1397
;1750;1331;;1400
;1751;7267;;1401
;1752;8387;;1405
;1753;3444;;1405
;1754;3186;;1405
;1755;4507;;1408
;1756;4360;;1408
;1757;7827;;1409
;1758;8074;;1410
;1759;6431;;1410
;1760;7152;;1411
;1761;271;;1411
;1762;268;;1411
;1763;4693;;1411
;1764;9885;;1413
;1765;337;;1413
;1766;1311;;1414
;1767;7604;;1416
;1768;2677;;1416
;1769;406;;1416
;1770;7768;;1417
;1771;9022;;1417
;1772;9413;;1417
;1773;5000;;1418
;1774;542;;1419
;1775;7537;;1419
;1776;38;;1420
;1777;1388;;1421
;1778;7355;;1422
;1779;3289;;1424
;1780;1647;;1425
;1781;3181;;1425
;1782;3093;;1425
;1783;6584;;1426
;1784;987;;1426
;1785;761;;1426
;1786;493;;1427
;1787;8217;;1429
;1788;9501;;1430
;1789;7482;;1430
;1790;9447;;1430
;1791;5665;;1430
;1792;753;;1431
;1793;2104;;1433
;1794;5084;;1433
;1795;9095;;1434
;1796;3525;;1435
;1797;221;;1435
;1798;3964;;1436
;1799;1781;;1439
;1800;4872;;1439
;1801;8106;;1441
;1802;3656;;1441
;1803;3343;;1443
;1804;2593;;1443
;1805;7080;;1444
;1806;6080;;1444
;1807;4868;;1445
;1808;1411;;1447
;1809;3713;;1447
;1810;968;;1447
;1811;3251;;1447
;1812;7216;;1448
;1813;2079;;1448
;1814;8768;;1448
;1815;7040;;1450
;1816;1531;;1452
;1817;2933;;1452
;1818;3779;;1453
;1819;663;;1453
;1820;2259;;1454
;1821;6653;;1455
;1822;7936;;1455
;1823;2095;;1456
;1824;4365;;1457
;1825;1874;;1457
;1826;7720;;1457
;1827;6835;;1458
;1828;5680;;1458
;1829;8976;;1458
;1830;8455;;1459
;1831;5725;;1461
;1832;4071;;1461
;1833;4808;;1462
;1834;3559;;1462
;1835;9156;;1462
;1836;5602;;1463
;1837;7832;;1464
;1838;7905;;1465
;1839;440;;1465
;1840;7375;;1465
;1841;1562;;1465
;1842;2885;;1466
;1843;1962;;1467
;1844;1080;;1468
;1845;1836;;1471
;1846;797;;1472
;1847;1202;;1472
;1848;508;;1473
;1849;80;;1474
;1850;5340;;1476
;1851;2076;;1476
;1852;9058;;1476
;1853;1493;;1476
;1854;7740;;1477
;1855;8546;;1478
;1856;474;;1478
;1857;4773;;1478
;1858;9097;;1479
;1859;8880;;1479
;1860;3335;;1479
;1861;1072;;1479
;1862;3400;;1480
;1863;707;;1480
;1864;2955;;1482
;1865;666;;1482
;1866;4141;;1483
;1867;3588;;1486
;1868;2481;;1486
;1869;7168;;1487
;1870;8315;;1490
;1871;9396;;1493
;1872;6225;;1493
;1873;1009;;1493
;1874;2012;;1493
;1875;8136;;1494
;1876;1455;;1495
;1877;8762;;1495
;1878;5043;;1495
;1879;742;;1495
;1880;21;;1496
;1881;7922;;1496
;1882;4512;;1496
;1883;9248;;1497
;1884;6018;;1497
;1885;7368;;1497
;1886;3717;;1499
;1887;9714;;1500
;1888;7650;;1500
;1889;3290;;1501
;1890;3335;;1501
;1891;2759;;1502
;1892;3169;;1502
;1893;1895;;1503
;1894;5303;;1503
;1895;2640;;1503
;1896;1979;;1504
;1897;4199;;1504
;1898;9105;;1505
;1899;4791;;1505
;1900;8661;;1506
;1901;8681;;1508
;1902;3652;;1508
;1903;8753;;1511
;1904;4033;;1511
;1905;2029;;1511
;1906;5987;;1514
;1907;7042;;1515
;1908;6253;;1516
;1909;83;;1517
;1910;1420;;1518
;1911;5814;;1520
;1912;2718;;1520
;1913;2244;;1520
;1914;1063;;1521
;1915;7229;;1521
;1916;652;;1522
;1917;8864;;1523
;1918;4769;;1523
;1919;470;;1527
;1920;5005;;1528
;1921;1047;;1528
;1922;1594;;1528
;1923;1487;;1531
;1924;4326;;1531
;1925;3276;;1531
;1926;1323;;1534
;1927;6540;;1535
;1928;7679;;1537
;1929;3990;;1538
;1930;2588;;1538
;1931;4710;;1538
;1932;9271;;1539
;1933;7945;;1539
;1934;9221;;1539
;1935;8470;;1539
;1936;183;;1540
;1937;3589;;1543
;1938;3955;;1543
;1939;4978;;1543
;1940;4779;;1544
;1941;5006;;1544
;1942;3262;;1545
;1943;135;;1546
;1944;3487;;1547
;1945;7196;;1547
;1946;9033;;1547
;1947;2088;;1548
;1948;2935;;1549
;1949;9779;;1550
;1950;5993;;1550
;1951;4790;;1552
;1952;4962;;1552
;1953;8965;;1554
;1954;1001;;1555
;1955;9105;;1556
;1956;1807;;1558
;1957;4567;;1559
;1958;2669;;1560
;1959;3134;;1560
;1960;2671;;1560
;1961;1457;;1561
;1962;2998;;1561
;1963;3545;;1562
;1964;3597;;1562
;1965;4218;;1563
;1966;8838;;1563
;1967;4844;;1563
;1968;7372;;1564
;1969;8563;;1565
;1970;1028;;1565
;1971;9264;;1567
;1972;8801;;1567
;1973;4723;;1568
;1974;3490;;1568
;1975;7604;;1569
;1976;1601;;1570
;1977;4227;;1570
;1978;1197;;1570
;1979;3692;;1574
;1980;9771;;1575
;1981;363;;1575
;1982;9301;;1576
;1983;2363;;1576
;1984;7721;;1576
;1985;3565;;1577
;1986;7421;;1577
;1987;3445;;1578
;1988;8610;;1579
;1989;495;;1580
;1990;6741;;1584
;1991;5022;;1585
;1992;1812;;1585
;1993;9151;;1585
;1994;3015;;1587
;1995;8055;;1587
;1996;3393;;1587
;1997;8738;;1588
;1998;5279;;1588
;1999;9882;;1588
;2000;1608;;1590
;2001;2654;;1591
;2002;3822;;1592
;2003;2707;;1593
;2004;4245;;1593
;2005;1338;;1594
;2006;144;;1594
;2007;2290;;1595
;2008;1339;;1595
;2009;3154;;1596
;2010;4604;;1597
;2011;4623;;1597
;2012;2225;;1597
;2013;78;;1597
;2014;1724;;1598
;2015;1981;;1598
;2016;2330;;1599
;2017;9733;;1599
;2018;8223;;1599
;2019;594;;1600
;2020;9130;;1601
;2021;8846;;1604
;2022;4987;;1604
;2023;9445;;1605
;2024;8805;;1606
;2025;8616;;1608
;2026;5750;;1610
;2027;489;;1612
;2028;7338;;1612
;2029;1963;;1614
;2030;8135;;1615
;2031;4697;;1617
;2032;2209;;1617
;2033;1630;;1619
;2034;3224;;1620
;2035;1908;;1620
;2036;6737;;1620
;2037;4474;;1620
;2038;1920;;1620
;2039;7372;;1620
;2040;293;;1622
;2041;3855;;1622
;2042;6734;;1622
;2043;9561;;1623
;2044;1056;;1623
;2045;7606;;1623
;2046;8184;;1623
;2047;7075;;1624
;2048;8382;;1626
;2049;4119;;1626
;2050;6741;;1626
;2051;432;;1626
;2052;4684;;1626
;2053;2779;;1627
;2054;2279;;1627
;2055;8283;;1629
;2056;667;;1630
;2057;836;;1630
;2058;4125;;1632
;2059;4118;;1633
;2060;2737;;1634
;2061;8028;;1634
;2062;2119;;1635
;2063;577;;1635
;2064;737;;1637
;2065;4091;;1638
;2066;556;;1641
;2067;2795;;1641
;2068;6060;;1641
;2069;1901;;1643
;2070;8793;;1643
;2071;3432;;1647
;2072;2136;;1647
;2073;4580;;1647
;2074;4875;;1649
;2075;5907;;1649
;2076;1184;;1650
;2077;8074;;1650
;2078;8719;;1650
;2079;6790;;1652
;2080;476;;1653
;2081;41;;1654
;2082;3351;;1654
;2083;8329;;1655
;2084;6290;;1655
;2085;2974;;1655
;2086;3072;;1656
;2087;3591;;1657
;2088;2189;;1658
;2089;5787;;1659
;2090;1490;;1659
;2091;3239;;1661
;2092;4893;;1661
;2093;3053;;1662
;2094;7063;;1662
;2095;681;;1662
;2096;5903;;1663
;2097;7005;;1665
;2098;4176;;1665
;2099;8479;;1665
;2100;1695;;1667
;2101;6139;;1667
;2102;2468;;1668
;2103;3998;;1670
;2104;1083;;1670
;2105;3639;;1670
;2106;9515;;1671
;2107;7621;;1672
;2108;9993;;1672
;2109;5826;;1673
;2110;5722;;1675
;2111;3838;;1676
;2112;4828;;1677
;2113;2581;;1677
;2114;4399;;1679
;2115;8978;;1680
;2116;1891;;1681
;2117;1023;;1683
;2118;6943;;1683
;2119;4834;;1683
;2120;4243;;1684
;2121;7349;;1684
;2122;2702;;1684
;2123;8707;;1685
;2124;502;;1686
;2125;5141;;1687
;2126;687;;1688
;2127;8346;;1690
;2128;5891;;1691
;2129;4637;;1692
;2130;8413;;1693
;2131;1400;;1694
;2132;2816;;1694
;2133;1690;;1695
;2134;3162;;1696
;2135;8935;;1696
;2136;9126;;1697
;2137;9410;;1698
;2138;9877;;1699
;2139;1382;;1699
;2140;6260;;1699
;2141;7189;;1701
;2142;6705;;1701
;2143;3874;;1702
;2144;2663;;1704
;2145;722;;1705
;2146;2195;;1706
;2147;2566;;1707
;2148;6360;;1707
;2149;6038;;1708
;2150;8588;;1708
;2151;7811;;1709
;2152;8245;;1710
;2153;9467;;1710
;2154;2425;;1711
;2155;6867;;1713
;2156;3189;;1714
;2157;542;;1714
;2158;3063;;1715
;2159;1547;;1717
;2160;502;;1717
;2161;9617;;1717
;2162;9099;;1718
;2163;5023;;1718
;2164;7226;;1719
;2165;1203;;1720
;2166;48;;1721
;2167;1051;;1723
;2168;1570;;1723
;2169;8636;;1723
;2170;9458;;1724
;2171;5967;;1724
;2172;8456;;1724
;2173;9405;;1725
;2174;1531;;1726
;2175;9962;;1726
;2176;6819;;1727
;2177;7975;;1727
;2178;556;;1728
;2179;7531;;1728
;2180;1495;;1730
;2181;8044;;1731
;2182;591;;1731
;2183;6803;;1735
;2184;3388;;1735
;2185;8915;;1735
;2186;7450;;1736
;2187;2319;;1736
;2188;6272;;1737
;2189;5791;;1738
;2190;9383;;1738
;2191;133;;1741
;2192;1775;;1741
;2193;4642;;1744
;2194;3569;;1744
;2195;8300;;1748
;2196;7954;;1749
;2197;2078;;1750
;2198;3585;;1750
;2199;2257;;1751
;2200;5333;;1752
;2201;893;;1753
;2202;490;;1753
;2203;103;;1754
;2204;4750;;1754
;2205;7233;;1754
;2206;722;;1754
;2207;4271;;1754
;2208;9611;;1755
;2209;8990;;1756
;2210;338;;1758
;2211;1641;;1758
;2212;3258;;1759
;2213;9047;;1759
;2214;2352;;1762
;2215;9658;;1762
;2216;479;;1763
;2217;5302;;1763
;2218;2683;;1763
;2219;8990;;1766
;2220;2;;1768
;2221;5568;;1768
;2222;4422;;1768
;2223;6895;;1769
;2224;6135;;1770
;2225;8008;;1771
;2226;2361;;1771
;2227;6742;;1773
;2228;2194;;1774
;2229;3699;;1775
;2230;3188;;1776
;2231;178;;1777
;2232;4042;;1778
;2233;1357;;1781
;2234;3941;;1781
;2235;1847;;1782
;2236;7469;;1783
;2237;6345;;1784
;2238;4380;;1785
;2239;1913;;1785
;2240;4964;;1786
;2241;5710;;1787
;2242;61;;1787
;2243;5385;;1788
;2244;73;;1788
;2245;7504;;1788
;2246;9462;;1788
;2247;2703;;1789
;2248;8102;;1790
;2249;1069;;1792
;2250;5154;;1792
;2251;3529;;1793
;2252;1552;;1794
;2253;2074;;1794
;2254;9149;;1796
;2255;3730;;1797
;2256;2244;;1798
;2257;844;;1799
;2258;3049;;1802
;2259;4118;;1805
;2260;4065;;1805
;2261;6363;;1807
;2262;9552;;1807
;2263;8773;;1807
;2264;8470;;1807
;2265;9731;;1809
;2266;6747;;1810
;2267;7511;;1810
;2268;5869;;1812
;2269;4398;;1812
;2270;498;;1813
;2271;7103;;1813
;2272;7352;;1814
;2273;5679;;1814
;2274;8053;;1817
;2275;3043;;1818
;2276;4522;;1818
;2277;1088;;1818
;2278;1563;;1822
;2279;5834;;1823
;2280;9850;;1825
;2281;7022;;1825
;2282;7240;;1825
;2283;1911;;1826
;2284;9492;;1827
;2285;5651;;1827
;2286;8580;;1827
;2287;5477;;1827
;2288;7616;;1828
;2289;9876;;1828
;2290;9178;;1829
;2291;5220;;1830
;2292;4615;;1831
;2293;2348;;1832
;2294;6798;;1833
;2295;2179;;1833
;2296;1635;;1833
;2297;6857;;1835
;2298;2883;;1836
;2299;1662;;1836
;2300;8902;;1837
;2301;8262;;1838
;2302;9420;;1839
;2303;9770;;1840
;2304;9022;;1840
;2305;9273;;1840
;2306;5841;;1841
;2307;2686;;1842
;2308;8888;;1843
;2309;3917;;1844
;2310;1717;;1845
;2311;1892;;1845
;2312;3698;;1846
;2313;1267;;1847
;2314;1749;;1848
;2315;65;;1849
;2316;389;;1849
;2317;6932;;1851
;2318;5619;;1851
;2319;6081;;1852
;2320;2003;;1856
;2321;9130;;1857
;2322;3028;;1857
;2323;8631;;1857
;2324;4589;;1858
;2325;3152;;1859
;2326;8630;;1859
;2327;9172;;1860
;2328;9864;;1860
;2329;6407;;1862
;2330;2295;;1862
;2331;5428;;1863
;2332;9681;;1864
;2333;8490;;1864
;2334;6610;;1866
;2335;6177;;1866
;2336;1071;;1866
;2337;5236;;1867
;2338;6459;;1869
;2339;643;;1870
;2340;6840;;1871
;2341;7633;;1872
;2342;7037;;1873
;2343;3893;;1874
;2344;2630;;1874
;2345;274;;1875
;2346;2993;;1875
;2347;8782;;1876
;2348;2203;;1880
;2349;7461;;1880
;2350;8290;;1881
;2351;9662;;1881
;2352;2307;;1881
;2353;997;;1881
;2354;1151;;1881
;2355;8423;;1882
;2356;8890;;1883
;2357;6717;;1884
;2358;6640;;1884
;2359;8703;;1885
;2360;5566;;1885
;2361;4883;;1886
;2362;3661;;1887
;2363;2659;;1887
;2364;8245;;1888
;2365;386;;1888
;2366;2651;;1888
;2367;2765;;1888
;2368;9601;;1890
;2369;6840;;1890
;2370;7209;;1891
;2371;1497;;1892
;2372;7283;;1892
;2373;9250;;1894
;2374;8058;;1895
;2375;8421;;1896
;2376;175;;1896
;2377;581;;1897
;2378;6787;;1898
;2379;3271;;1899
;2380;4287;;1901
;2381;7999;;1901
;2382;2504;;1901
;2383;4979;;1903
;2384;2138;;1903
;2385;700;;1905
;2386;530;;1906
;2387;2461;;1906
;2388;2118;;1907
;2389;205;;1907
;2390;7540;;1907
;2391;8828;;1908
;2392;4459;;1908
;2393;1622;;1909
;2394;4398;;1909
;2395;3760;;1911
;2396;7098;;1911
;2397;2935;;1912
;2398;481;;1913
;2399;614;;1913
;2400;9567;;1915
;2401;8493;;1915
;2402;8596;;1916
;2403;9161;;1918
;2404;7746;;1918
;2405;538;;1918
;2406;7670;;1920
;2407;538;;1920
;2408;1476;;1920
;2409;1555;;1920
;2410;4917;;1923
;2411;6371;;1924
;2412;6760;;1924
;2413;5752;;1925
;2414;3758;;1925
;2415;5433;;1926
;2416;2255;;1926
;2417;9065;;1927
;2418;726;;1928
;2419;2401;;1929
;2420;3034;;1930
;2421;2759;;1930
;2422;393;;1932
;2423;548;;1933
;2424;7273;;1934
;2425;8792;;1934
;2426;6193;;1935
;2427;2933;;1935
;2428;137;;1936
;2429;7103;;1941
;2430;3690;;1942
;2431;8211;;1942
;2432;3694;;1943
;2433;4668;;1945
;2434;2627;;1945
;2435;7498;;1945
;2436;989;;1947
;2437;5248;;1948
;2438;3879;;1948
;2439;1647;;1949
;2440;1149;;1950
;2441;931;;1951
;2442;669;;1953
;2443;875;;1954
;2444;5598;;1954
;2445;5449;;1954
;2446;5436;;1957
;2447;4599;;1957
;2448;123;;1958
;2449;1443;;1959
;2450;1731;;1960
;2451;8154;;1960
;2452;2861;;1962
;2453;4434;;1963
;2454;9385;;1967
;2455;3967;;1967
;2456;816;;1968
;2457;1393;;1969
;2458;6704;;1969
;2459;9866;;1970
;2460;953;;1970
;2461;308;;1974
;2462;8223;;1975
;2463;8684;;1977
;2464;792;;1978
;2465;2667;;1979
;2466;48;;1979
;2467;2469;;1979
;2468;3930;;1980
;2469;811;;1980
;2470;9814;;1981
;2471;6090;;1981
;2472;5427;;1982
;2473;3743;;1982
;2474;1604;;1983
;2475;599;;1984
;2476;6474;;1984
;2477;7195;;1984
;2478;506;;1984
;2479;5158;;1985
;2480;7589;;1986
;2481;9858;;1987
;2482;7809;;1987
;2483;7889;;1988
;2484;1447;;1988
;2485;40;;1989
;2486;3818;;1990
;2487;9364;;1990
;2488;7975;;1991
;2489;26;;1991
;2490;5089;;1991
;2491;2503;;1991
;2492;66;;1993
;2493;6412;;1993
;2494;6840;;1993
;2495;2570;;1997
;2496;4676;;1998
;2497;5395;;1999
;2498;8641;;1999
;2499;9986;;1999
;2500;7651;;1999
;2501;1109;;2000
;2502;8187;;2000
;2503;83;;2002
;2504;1085;;2003
;2505;3390;;2003
;2506;1250;;2005
;2507;8686;;2007
;2508;4755;;2008
;2509;1381;;2011
;2510;8128;;2012
;2511;5502;;2012
;2512;4277;;2014
;2513;862;;2014
;2514;6424;;2015
;2515;3565;;2015
;2516;3872;;2015
;2517;832;;2016
;2518;885;;2018
;2519;4428;;2018
;2520;6646;;2018
;2521;889;;2018
;2522;6478;;2019
;2523;883;;2019
;2524;4925;;2019
;2525;1265;;2020
;2526;1260;;2021
;2527;5045;;2021
;2528;778;;2022
;2529;5821;;2024
;2530;3855;;2027
;2531;2520;;2027
;2532;2927;;2028
;2533;4773;;2029
;2534;5134;;2030
;2535;7251;;2032
;2536;2675;;2033
;2537;3336;;2033
;2538;6334;;2036
;2539;1001;;2036
;2540;2737;;2037
;2541;9310;;2038
;2542;5974;;2039
;2543;7590;;2040
;2544;356;;2042
;2545;1071;;2042
;2546;2080;;2043
;2547;935;;2043
;2548;2145;;2043
;2549;7282;;2044
;2550;1825;;2044
;2551;8718;;2045
;2552;3573;;2045
;2553;4712;;2046
;2554;3037;;2046
;2555;4998;;2047
;2556;9905;;2048
;2557;7162;;2048
;2558;1717;;2048
;2559;8692;;2048
;2560;9539;;2048
;2561;8047;;2050
;2562;946;;2050
;2563;9103;;2050
;2564;231;;2050
;2565;4115;;2051
;2566;839;;2052
;2567;5858;;2052
;2568;829;;2053
;2569;2645;;2053
;2570;3394;;2054
;2571;7199;;2054
;2572;9645;;2056
;2573;4272;;2057
;2574;675;;2058
;2575;1862;;2060
;2576;2072;;2060
;2577;3773;;2060
;2578;2480;;2061
;2579;1238;;2061
;2580;6897;;2064
;2581;3542;;2065
;2582;9608;;2065
;2583;9203;;2065
;2584;3277;;2066
;2585;6125;;2066
;2586;134;;2068
;2587;1401;;2069
;2588;9078;;2070
;2589;8382;;2070
;2590;169;;2071
;2591;736;;2071
;2592;7478;;2072
;2593;7939;;2073
;2594;1138;;2073
;2595;8721;;2074
;2596;1426;;2074
;2597;663;;2074
;2598;1677;;2075
;2599;1575;;2075
;2600;6724;;2076
;2601;5981;;2078
;2602;7700;;2079
;2603;7961;;2080
;2604;8862;;2080
;2605;6002;;2081
;2606;8448;;2082
;2607;5095;;2082
;2608;684;;2082
;2609;4016;;2083
;2610;5137;;2085
;2611;9507;;2085
;2612;3993;;2085
;2613;1284;;2086
;2614;2944;;2087
;2615;259;;2088
;2616;821;;2088
;2617;7058;;2088
;2618;4643;;2088
;2619;7668;;2090
;2620;677;;2091
;2621;119;;2092
;2622;9857;;2093
;2623;3041;;2093
;2624;8891;;2094
;2625;5264;;2094
;2626;1623;;2094
;2627;6915;;2095
;2628;8072;;2097
;2629;7929;;2097
;2630;841;;2097
;2631;4715;;2100
;2632;7615;;2100
;2633;2536;;2104
;2634;4957;;2105
;2635;7759;;2105
;2636;700;;2105
;2637;3452;;2105
;2638;5093;;2106
;2639;4241;;2106
;2640;1829;;2108
;2641;2448;;2110
;2642;5227;;2111
;2643;1798;;2112
;2644;6224;;2113
;2645;324;;2118
;2646;2274;;2119
;2647;8133;;2121
;2648;2885;;2122
;2649;5038;;2125
;2650;2170;;2125
;2651;6862;;2125
;2652;2629;;2125
;2653;5084;;2126
;2654;1909;;2128
;2655;4878;;2129
;2656;6923;;2129
;2657;7085;;2133
;2658;9400;;2133
;2659;3024;;2133
;2660;4193;;2133
;2661;3105;;2134
;2662;9412;;2135
;2663;5765;;2136
;2664;5767;;2136
;2665;5407;;2136
;2666;677;;2137
;2667;3784;;2137
;2668;704;;2138
;2669;4790;;2138
;2670;9834;;2139
;2671;891;;2139
;2672;621;;2140
;2673;8085;;2142
;2674;7734;;2143
;2675;5190;;2143
;2676;542;;2144
;2677;7998;;2145
;2678;2086;;2145
;2679;2018;;2145
;2680;5621;;2145
;2681;424;;2146
;2682;2597;;2147
;2683;1376;;2148
;2684;4254;;2150
;2685;9669;;2151
;2686;8108;;2151
;2687;2927;;2151
;2688;2493;;2151
;2689;6068;;2152
;2690;6366;;2153
;2691;9102;;2154
;2692;2438;;2155
;2693;2600;;2157
;2694;819;;2158
;2695;4318;;2158
;2696;2290;;2158
;2697;4984;;2159
;2698;6339;;2161
;2699;2556;;2161
;2700;5808;;2162
;2701;4632;;2164
;2702;1478;;2165
;2703;6814;;2166
;2704;3787;;2166
;2705;7239;;2167
;2706;8074;;2167
;2707;5020;;2168
;2708;827;;2168
;2709;2554;;2169
;2710;1988;;2170
;2711;7441;;2170
;2712;6798;;2171
;2713;3642;;2171
;2714;9002;;2173
;2715;6321;;2173
;2716;104;;2173
;2717;3946;;2174
;2718;7056;;2174
;2719;8509;;2174
;2720;9833;;2176
;2721;7708;;2177
;2722;9761;;2177
;2723;6533;;2178
;2724;686;;2178
;2725;4804;;2179
;2726;6385;;2179
;2727;142;;2180
;2728;8842;;2181
;2729;7260;;2181
;2730;2161;;2182
;2731;1620;;2182
;2732;4343;;2183
;2733;9578;;2184
;2734;1187;;2186
;2735;113;;2186
;2736;3063;;2187
;2737;4591;;2187
;2738;5934;;2187
;2739;415;;2189
;2740;656;;2189
;2741;9761;;2190
;2742;5012;;2190
;2743;8411;;2192
;2744;1959;;2193
;2745;6251;;2193
;2746;8738;;2194
;2747;3370;;2195
;2748;6124;;2195
;2749;5507;;2195
;2750;8007;;2196
;2751;7584;;2197
;2752;951;;2197
;2753;3101;;2197
;2754;4489;;2199
;2755;4958;;2199
;2756;5441;;2200
;2757;1790;;2200
;2758;7013;;2203
;2759;412;;2205
;2760;4855;;2206
;2761;1060;;2207
;2762;7093;;2208
;2763;8472;;2209
;2764;5402;;2209
;2765;2676;;2209
;2766;3543;;2211
;2767;7373;;2211
